_id,timestamp,message.hostname,message.imu.left.accelerations.x,message.imu.left.accelerations.y,message.imu.left.accelerations.z,message.imu.left.gyroscopes.x,message.imu.left.gyroscopes.y,message.imu.left.gyroscopes.z,message.imu.middle.accelerations.x,message.imu.middle.accelerations.y,message.imu.middle.accelerations.z,message.imu.middle.gyroscopes.x,message.imu.middle.gyroscopes.y,message.imu.middle.gyroscopes.z,message.imu.right.accelerations.x,message.imu.right.accelerations.y,message.imu.right.accelerations.z,message.imu.right.gyroscopes.x,message.imu.right.gyroscopes.y,message.imu.right.gyroscopes.z,message.timecode,message.timestamp,message.values[0],message.values[1],message.values[2],message.values[3],message.values[4],message.values[5],message.values[6],message.values[7],message.values[8],message.values[9],message.values[10],message.values[11],message.values[12],message.values[13],message.values[14],message.values[15],message.values[16],message.values[17]
68f65b3dc658f28f7d0954a6,2025-10-20T15:54:37.928Z,raspberrypi,97,-0.02,0,-1.08,0.55,-0.28,39.19,9.27,-43.76,11.28,0.05,10.02,9.8,-0.01,0.07,-1.08,39.19,14.92,33138.02,2025-10-06T07:12:18.022Z,97,-0.02,0,-1.08,0.55,-0.28,9.8,-0.01,0.07,-1.08,39.19,14.92,39.19,9.27,-43.76,11.28,0.05,10.02
68f65b3dc658f28f7d0954a8,2025-10-20T15:54:37.938Z,raspberrypi,97,-0.02,0,-1.08,0.55,-0.28,39.19,9.27,-43.76,11.28,0.05,10.02,9.8,-0.01,0.07,-1.08,39.19,14.92,33138.03,2025-10-06T07:12:18.030Z,97,-0.02,0,-1.08,0.55,-0.28,9.8,-0.01,0.07,-1.08,39.19,14.92,39.19,9.27,-43.76,11.28,0.05,10.02
68f65b3dc658f28f7d0954ab,2025-10-20T15:54:37.979Z,raspberrypi,0.41,0.11,9.99,-0.03,0.03,-1.08,39.19,14.92,39.19,9.27,-43.76,11.28,0.53,-0.35,9.87,-0.02,0.1,-1.07,33138.03,2025-10-06T07:12:18.038Z,0.41,0.11,9.99,-0.03,0.03,-1.08,0.53,-0.35,9.87,-0.02,0.1,-1.07,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3dc658f28f7d0954ad,2025-10-20T15:54:37.979Z,raspberrypi,0.41,0.11,9.99,-0.03,0.03,-1.08,39.19,14.92,39.19,9.27,-43.76,11.28,0.53,-0.35,9.87,-0.02,0.1,-1.07,33138.04,2025-10-06T07:12:18.046Z,0.41,0.11,9.99,-0.03,0.03,-1.08,0.53,-0.35,9.87,-0.02,0.1,-1.07,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3dc658f28f7d0954af,2025-10-20T15:54:37.980Z,raspberrypi,43.76,11.28,0.26,10.1,-0.01,0.02,-1.12,39.19,14.92,39.19,9.27,-43.76,-1.1,0.75,-0.11,9.76,0.02,0.13,33138.05,2025-10-06T07:12:18.054Z,43.76,11.28,0.26,10.1,-0.01,0.02,-1.1,0.75,-0.11,9.76,0.02,0.13,-1.12,39.19,14.92,39.19,9.27,-43.76
68f65b3dc658f28f7d0954b2,2025-10-20T15:54:37.980Z,raspberrypi,43.76,11.28,0.26,10.1,-0.01,0.02,-1.12,39.19,14.92,39.19,9.27,-43.76,-1.1,0.75,-0.11,9.76,0.02,0.13,33138.06,2025-10-06T07:12:18.062Z,43.76,11.28,0.26,10.1,-0.01,0.02,-1.1,0.75,-0.11,9.76,0.02,0.13,-1.12,39.19,14.92,39.19,9.27,-43.76
68f65b3dc658f28f7d0954b4,2025-10-20T15:54:37.981Z,raspberrypi,39.19,9.27,-43.76,11.28,0.39,10.03,-0.01,0.09,-1.05,39.19,14.92,39.19,0,-0.01,-1.09,0.78,0.03,9.82,33138.07,2025-10-06T07:12:18.071Z,39.19,9.27,-43.76,11.28,0.39,10.03,0,-0.01,-1.09,0.78,0.03,9.82,-0.01,0.09,-1.05,39.19,14.92,39.19
68f65b3dc658f28f7d0954b7,2025-10-20T15:54:37.984Z,raspberrypi,39.19,9.27,-43.76,11.28,0.39,10.03,-0.01,0.09,-1.05,39.19,14.92,39.19,0,-0.01,-1.09,0.78,0.03,9.82,33138.07,2025-10-06T07:12:18.079Z,39.19,9.27,-43.76,11.28,0.39,10.03,0,-0.01,-1.09,0.78,0.03,9.82,-0.01,0.09,-1.05,39.19,14.92,39.19
68f65b3dc658f28f7d0954b9,2025-10-20T15:54:37.992Z,raspberrypi,4,39.19,14.92,39.19,9.27,-43.76,0.87,0.15,9.8,-0.02,0.01,-1.03,11.28,0.52,10.05,-0.02,0,-1.05,33138.08,2025-10-06T07:12:18.087Z,4,39.19,14.92,39.19,9.27,-43.76,11.28,0.52,10.05,-0.02,0,-1.05,0.87,0.15,9.8,-0.02,0.01,-1.03
68f65b3ec658f28f7d0954bc,2025-10-20T15:54:38.002Z,raspberrypi,4,39.19,14.92,39.19,9.27,-43.76,0.87,0.15,9.8,-0.02,0.01,-1.03,11.28,0.52,10.05,-0.02,0,-1.05,33138.09,2025-10-06T07:12:18.095Z,4,39.19,14.92,39.19,9.27,-43.76,11.28,0.52,10.05,-0.02,0,-1.05,0.87,0.15,9.8,-0.02,0.01,-1.03
68f65b3ec658f28f7d0954be,2025-10-20T15:54:38.008Z,raspberrypi,4,39.19,14.92,39.19,9.27,-43.76,0.87,0.15,9.8,-0.02,0.01,-1.03,11.28,0.52,10.05,-0.02,0,-1.05,33138.1,2025-10-06T07:12:18.103Z,4,39.19,14.92,39.19,9.27,-43.76,11.28,0.52,10.05,-0.02,0,-1.05,0.87,0.15,9.8,-0.02,0.01,-1.03
68f65b3ec658f28f7d0954c1,2025-10-20T15:54:38.016Z,raspberrypi,8,-0.02,0,-1.04,1.04,0.14,39.19,9.27,-43.76,11.28,0.56,10.08,9.76,-0.03,-0.01,-1.02,39.19,14.92,33138.11,2025-10-06T07:12:18.111Z,8,-0.02,0,-1.04,1.04,0.14,9.76,-0.03,-0.01,-1.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.56,10.08
68f65b3ec658f28f7d0954c3,2025-10-20T15:54:38.025Z,raspberrypi,8,-0.02,0,-1.04,1.04,0.14,39.19,9.27,-43.76,11.28,0.56,10.08,9.76,-0.03,-0.01,-1.02,39.19,14.92,33138.11,2025-10-06T07:12:18.119Z,8,-0.02,0,-1.04,1.04,0.14,9.76,-0.03,-0.01,-1.02,39.19,14.92,39.19,9.27,-43.76,11.28,0.56,10.08
68f65b3ec658f28f7d0954c6,2025-10-20T15:54:38.033Z,raspberrypi,8,0.54,10.08,0,-0.02,-0.98,39.19,14.92,39.19,9.27,-43.76,11.28,1.13,0.1,9.82,-0.05,0.01,-0.96,33138.12,2025-10-06T07:12:18.127Z,8,0.54,10.08,0,-0.02,-0.98,1.13,0.1,9.82,-0.05,0.01,-0.96,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d0954c8,2025-10-20T15:54:38.042Z,raspberrypi,8,0.54,10.08,0,-0.02,-0.98,39.19,14.92,39.19,9.27,-43.76,11.28,1.13,0.1,9.82,-0.05,0.01,-0.96,33138.13,2025-10-06T07:12:18.136Z,8,0.54,10.08,0,-0.02,-0.98,1.13,0.1,9.82,-0.05,0.01,-0.96,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d0954ca,2025-10-20T15:54:38.050Z,raspberrypi,-43.76,11.28,0.4,10.03,0,0,-0.93,39.19,14.92,39.19,9.27,-43.76,-0.92,1.16,-0.03,9.78,0.03,0.05,33138.14,2025-10-06T07:12:18.144Z,-43.76,11.28,0.4,10.03,0,0,-0.92,1.16,-0.03,9.78,0.03,0.05,-0.93,39.19,14.92,39.19,9.27,-43.76
68f65b3ec658f28f7d0954cd,2025-10-20T15:54:38.057Z,raspberrypi,-43.76,11.28,0.4,10.03,0,0,-0.93,39.19,14.92,39.19,9.27,-43.76,-0.92,1.16,-0.03,9.78,0.03,0.05,33138.15,2025-10-06T07:12:18.152Z,-43.76,11.28,0.4,10.03,0,0,-0.92,1.16,-0.03,9.78,0.03,0.05,-0.93,39.19,14.92,39.19,9.27,-43.76
68f65b3ec658f28f7d0954cf,2025-10-20T15:54:38.065Z,raspberrypi,2,39.19,9.27,-43.76,11.28,0.47,10.01,0.03,0.1,-0.86,39.19,14.92,10.01,0.01,0.01,-0.88,1.02,0.08,33138.16,2025-10-06T07:12:18.160Z,2,39.19,9.27,-43.76,11.28,0.47,10.01,0.01,0.01,-0.88,1.02,0.08,10.01,0.03,0.1,-0.86,39.19,14.92
68f65b3ec658f28f7d0954d2,2025-10-20T15:54:38.073Z,raspberrypi,2,39.19,9.27,-43.76,11.28,0.47,10.01,0.03,0.1,-0.86,39.19,14.92,10.01,0.01,0.01,-0.88,1.02,0.08,33138.16,2025-10-06T07:12:18.168Z,2,39.19,9.27,-43.76,11.28,0.47,10.01,0.01,0.01,-0.88,1.02,0.08,10.01,0.03,0.1,-0.86,39.19,14.92
68f65b3ec658f28f7d0954d4,2025-10-20T15:54:38.082Z,raspberrypi,0.19,14.92,39.19,9.27,-43.76,11.28,0.11,9.81,0.02,0.12,-0.84,39.19,0.53,10.07,0.01,0.02,-0.83,0.97,33138.17,2025-10-06T07:12:18.176Z,0.19,14.92,39.19,9.27,-43.76,11.28,0.53,10.07,0.01,0.02,-0.83,0.97,0.11,9.81,0.02,0.12,-0.84,39.19
68f65b3ec658f28f7d0954d6,2025-10-20T15:54:38.090Z,raspberrypi,0.19,14.92,39.19,9.27,-43.76,11.28,0.11,9.81,0.02,0.12,-0.84,39.19,0.53,10.07,0.01,0.02,-0.83,0.97,33138.18,2025-10-06T07:12:18.184Z,0.19,14.92,39.19,9.27,-43.76,11.28,0.53,10.07,0.01,0.02,-0.83,0.97,0.11,9.81,0.02,0.12,-0.84,39.19
68f65b3ec658f28f7d0954d9,2025-10-20T15:54:38.099Z,raspberrypi,-0.75,39.19,14.92,39.19,9.27,-43.76,1.16,0.17,9.75,0.05,0.14,-0.79,11.28,0.61,10.14,-0.03,0.07,-0.77,33138.19,2025-10-06T07:12:18.192Z,-0.75,39.19,14.92,39.19,9.27,-43.76,11.28,0.61,10.14,-0.03,0.07,-0.77,1.16,0.17,9.75,0.05,0.14,-0.79
68f65b3ec658f28f7d0954db,2025-10-20T15:54:38.127Z,raspberrypi,-0.75,39.19,14.92,39.19,9.27,-43.76,1.16,0.17,9.75,0.05,0.14,-0.79,11.28,0.61,10.14,-0.03,0.07,-0.77,33138.2,2025-10-06T07:12:18.200Z,-0.75,39.19,14.92,39.19,9.27,-43.76,11.28,0.61,10.14,-0.03,0.07,-0.77,1.16,0.17,9.75,0.05,0.14,-0.79
68f65b3ec658f28f7d0954dd,2025-10-20T15:54:38.128Z,raspberrypi,0.03,0.13,-0.76,39.19,14.92,39.19,0.04,-0.76,1.01,0.21,9.69,0.06,9.27,-43.76,11.28,0.72,10.04,-0.02,33138.2,2025-10-06T07:12:18.209Z,0.03,0.13,-0.76,39.19,14.92,39.19,9.27,-43.76,11.28,0.72,10.04,-0.02,0.04,-0.76,1.01,0.21,9.69,0.06
68f65b3ec658f28f7d0954df,2025-10-20T15:54:38.128Z,raspberrypi,0.03,0.13,-0.76,39.19,14.92,39.19,0.04,-0.76,1.01,0.21,9.69,0.06,9.27,-43.76,11.28,0.72,10.04,-0.02,33138.21,2025-10-06T07:12:18.217Z,0.03,0.13,-0.76,39.19,14.92,39.19,9.27,-43.76,11.28,0.72,10.04,-0.02,0.04,-0.76,1.01,0.21,9.69,0.06
68f65b3ec658f28f7d0954e2,2025-10-20T15:54:38.130Z,raspberrypi,0.19,9.8,0.04,0.13,-0.7,39.19,10.03,-0.02,0.06,-0.7,1.03,0.17,14.92,39.19,9.27,-43.76,11.28,0.58,33138.22,2025-10-06T07:12:18.225Z,0.19,9.8,0.04,0.13,-0.7,39.19,14.92,39.19,9.27,-43.76,11.28,0.58,10.03,-0.02,0.06,-0.7,1.03,0.17
68f65b3ec658f28f7d0954e5,2025-10-20T15:54:38.139Z,raspberrypi,0.19,9.8,0.04,0.13,-0.7,39.19,10.03,-0.02,0.06,-0.7,1.03,0.17,14.92,39.19,9.27,-43.76,11.28,0.58,33138.23,2025-10-06T07:12:18.233Z,0.19,9.8,0.04,0.13,-0.7,39.19,14.92,39.19,9.27,-43.76,11.28,0.58,10.03,-0.02,0.06,-0.7,1.03,0.17
68f65b3ec658f28f7d0954e7,2025-10-20T15:54:38.147Z,raspberrypi,0.19,9.8,0.04,0.13,-0.7,39.19,10.03,-0.02,0.06,-0.7,1.03,0.17,14.92,39.19,9.27,-43.76,11.28,0.58,33138.24,2025-10-06T07:12:18.241Z,0.19,9.8,0.04,0.13,-0.7,39.19,14.92,39.19,9.27,-43.76,11.28,0.58,10.03,-0.02,0.06,-0.7,1.03,0.17
68f65b3ec658f28f7d0954ea,2025-10-20T15:54:38.155Z,raspberrypi,6,11.28,0.54,9.96,-0.02,0.05,-0.65,39.19,14.92,39.19,9.27,-43.76,-0.68,1.03,0.08,9.79,0,0.09,33138.24,2025-10-06T07:12:18.249Z,6,11.28,0.54,9.96,-0.02,0.05,-0.68,1.03,0.08,9.79,0,0.09,-0.65,39.19,14.92,39.19,9.27,-43.76
68f65b3ec658f28f7d0954ec,2025-10-20T15:54:38.163Z,raspberrypi,6,11.28,0.54,9.96,-0.02,0.05,-0.65,39.19,14.92,39.19,9.27,-43.76,-0.68,1.03,0.08,9.79,0,0.09,33138.25,2025-10-06T07:12:18.257Z,6,11.28,0.54,9.96,-0.02,0.05,-0.68,1.03,0.08,9.79,0,0.09,-0.65,39.19,14.92,39.19,9.27,-43.76
68f65b3ec658f28f7d0954ee,2025-10-20T15:54:38.171Z,raspberrypi,9.27,-43.76,11.28,0.47,10.11,-0.06,0.08,-0.62,39.19,14.92,39.19,9.27,0.08,-0.62,0.84,0.03,9.83,0.04,33138.26,2025-10-06T07:12:18.266Z,9.27,-43.76,11.28,0.47,10.11,-0.06,0.08,-0.62,0.84,0.03,9.83,0.04,0.08,-0.62,39.19,14.92,39.19,9.27
68f65b3ec658f28f7d0954f1,2025-10-20T15:54:38.179Z,raspberrypi,9.27,-43.76,11.28,0.47,10.11,-0.06,0.08,-0.62,39.19,14.92,39.19,9.27,0.08,-0.62,0.84,0.03,9.83,0.04,33138.27,2025-10-06T07:12:18.274Z,9.27,-43.76,11.28,0.47,10.11,-0.06,0.08,-0.62,0.84,0.03,9.83,0.04,0.08,-0.62,39.19,14.92,39.19,9.27
68f65b3ec658f28f7d0954f3,2025-10-20T15:54:38.187Z,raspberrypi,4.92,39.19,9.27,-43.76,11.28,0.26,9.71,0.02,0.07,-0.58,39.19,14.92,9.96,-0.05,0.08,-0.62,0.82,-0.13,33138.28,2025-10-06T07:12:18.282Z,4.92,39.19,9.27,-43.76,11.28,0.26,9.96,-0.05,0.08,-0.62,0.82,-0.13,9.71,0.02,0.07,-0.58,39.19,14.92
68f65b3ec658f28f7d0954f6,2025-10-20T15:54:38.197Z,raspberrypi,4.92,39.19,9.27,-43.76,11.28,0.26,9.71,0.02,0.07,-0.58,39.19,14.92,9.96,-0.05,0.08,-0.62,0.82,-0.13,33138.29,2025-10-06T07:12:18.290Z,4.92,39.19,9.27,-43.76,11.28,0.26,9.96,-0.05,0.08,-0.62,0.82,-0.13,9.71,0.02,0.07,-0.58,39.19,14.92
68f65b3ec658f28f7d0954f8,2025-10-20T15:54:38.204Z,raspberrypi,0.56,39.19,14.92,39.19,9.27,-43.76,0.8,-0.22,9.83,0.01,0.09,-0.58,11.28,0.23,10.05,-0.02,0.05,-0.59,33138.29,2025-10-06T07:12:18.298Z,0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.23,10.05,-0.02,0.05,-0.59,0.8,-0.22,9.83,0.01,0.09,-0.58
68f65b3ec658f28f7d0954fa,2025-10-20T15:54:38.212Z,raspberrypi,0.56,39.19,14.92,39.19,9.27,-43.76,0.8,-0.22,9.83,0.01,0.09,-0.58,11.28,0.23,10.05,-0.02,0.05,-0.59,33138.3,2025-10-06T07:12:18.306Z,0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.23,10.05,-0.02,0.05,-0.59,0.8,-0.22,9.83,0.01,0.09,-0.58
68f65b3ec658f28f7d0954fd,2025-10-20T15:54:38.220Z,raspberrypi,0,0.11,-0.55,39.19,14.92,39.19,0,-0.59,0.73,-0.15,9.83,-0.01,9.27,-43.76,11.28,0.25,10.03,-0.03,33138.31,2025-10-06T07:12:18.314Z,0,0.11,-0.55,39.19,14.92,39.19,9.27,-43.76,11.28,0.25,10.03,-0.03,0,-0.59,0.73,-0.15,9.83,-0.01
68f65b3ec658f28f7d0954ff,2025-10-20T15:54:38.228Z,raspberrypi,0,0.11,-0.55,39.19,14.92,39.19,0,-0.59,0.73,-0.15,9.83,-0.01,9.27,-43.76,11.28,0.25,10.03,-0.03,33138.32,2025-10-06T07:12:18.322Z,0,0.11,-0.55,39.19,14.92,39.19,9.27,-43.76,11.28,0.25,10.03,-0.03,0,-0.59,0.73,-0.15,9.83,-0.01
68f65b3ec658f28f7d095502,2025-10-20T15:54:38.236Z,raspberrypi,3,-0.22,9.78,0,0.08,-0.54,0.21,10.04,-0.05,0.01,-0.54,0.77,39.19,14.92,39.19,9.27,-43.76,11.28,33138.33,2025-10-06T07:12:18.331Z,3,-0.22,9.78,0,0.08,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.04,-0.05,0.01,-0.54,0.77
68f65b3ec658f28f7d095504,2025-10-20T15:54:38.245Z,raspberrypi,3,-0.22,9.78,0,0.08,-0.54,0.21,10.04,-0.05,0.01,-0.54,0.77,39.19,14.92,39.19,9.27,-43.76,11.28,33138.33,2025-10-06T07:12:18.339Z,3,-0.22,9.78,0,0.08,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.21,10.04,-0.05,0.01,-0.54,0.77
68f65b3ec658f28f7d095506,2025-10-20T15:54:38.252Z,raspberrypi,0.01,-0.56,0.66,-0.22,9.75,0.03,-43.76,11.28,0.18,10.02,-0.06,-0.01,0.05,-0.56,39.19,14.92,39.19,9.27,33138.34,2025-10-06T07:12:18.347Z,0.01,-0.56,0.66,-0.22,9.75,0.03,0.05,-0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.18,10.02,-0.06,-0.01
68f65b3ec658f28f7d095509,2025-10-20T15:54:38.260Z,raspberrypi,0.01,-0.56,0.66,-0.22,9.75,0.03,-43.76,11.28,0.18,10.02,-0.06,-0.01,0.05,-0.56,39.19,14.92,39.19,9.27,33138.35,2025-10-06T07:12:18.355Z,0.01,-0.56,0.66,-0.22,9.75,0.03,0.05,-0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.18,10.02,-0.06,-0.01
68f65b3ec658f28f7d09550b,2025-10-20T15:54:38.268Z,raspberrypi,8,10.02,-0.07,-0.01,-0.54,0.59,14.92,39.19,9.27,-43.76,11.28,0.11,-0.25,9.9,-0.01,0.03,-0.54,39.19,33138.36,2025-10-06T07:12:18.363Z,8,10.02,-0.07,-0.01,-0.54,0.59,-0.25,9.9,-0.01,0.03,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.11
68f65b3ec658f28f7d09550e,2025-10-20T15:54:38.277Z,raspberrypi,8,10.02,-0.07,-0.01,-0.54,0.59,14.92,39.19,9.27,-43.76,11.28,0.11,-0.25,9.9,-0.01,0.03,-0.54,39.19,33138.37,2025-10-06T07:12:18.371Z,8,10.02,-0.07,-0.01,-0.54,0.59,-0.25,9.9,-0.01,0.03,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.11
68f65b3ec658f28f7d095510,2025-10-20T15:54:38.285Z,raspberrypi,11.28,0.18,10.01,-0.07,0.03,-0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.43,-0.3,9.81,0.04,0.07,-0.6,33138.37,2025-10-06T07:12:18.379Z,11.28,0.18,10.01,-0.07,0.03,-0.56,0.43,-0.3,9.81,0.04,0.07,-0.6,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d095512,2025-10-20T15:54:38.293Z,raspberrypi,11.28,0.18,10.01,-0.07,0.03,-0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.43,-0.3,9.81,0.04,0.07,-0.6,33138.38,2025-10-06T07:12:18.387Z,11.28,0.18,10.01,-0.07,0.03,-0.56,0.43,-0.3,9.81,0.04,0.07,-0.6,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d095515,2025-10-20T15:54:38.301Z,raspberrypi,11.28,0.18,10.01,-0.07,0.03,-0.56,39.19,14.92,39.19,9.27,-43.76,11.28,0.43,-0.3,9.81,0.04,0.07,-0.6,33138.39,2025-10-06T07:12:18.395Z,11.28,0.18,10.01,-0.07,0.03,-0.56,0.43,-0.3,9.81,0.04,0.07,-0.6,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d095517,2025-10-20T15:54:38.311Z,raspberrypi,9.86,-0.04,0.03,-0.54,39.19,14.92,-0.06,0,-0.59,0.53,-0.35,9.88,39.19,9.27,-43.76,11.28,0.12,9.99,33138.4,2025-10-06T07:12:18.404Z,9.86,-0.04,0.03,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.12,9.99,-0.06,0,-0.59,0.53,-0.35,9.88
68f65b3ec658f28f7d095519,2025-10-20T15:54:38.348Z,raspberrypi,9.86,-0.04,0.03,-0.54,39.19,14.92,-0.06,0,-0.59,0.53,-0.35,9.88,39.19,9.27,-43.76,11.28,0.12,9.99,33138.41,2025-10-06T07:12:18.412Z,9.86,-0.04,0.03,-0.54,39.19,14.92,39.19,9.27,-43.76,11.28,0.12,9.99,-0.06,0,-0.59,0.53,-0.35,9.88
68f65b3ec658f28f7d09551c,2025-10-20T15:54:38.349Z,raspberrypi,0.59,0.62,-0.4,9.6,-0.06,0.06,11.28,-0.09,10.01,-0.06,0.03,-0.59,-0.57,39.19,14.92,39.19,9.27,-43.76,33138.42,2025-10-06T07:12:18.420Z,0.59,0.62,-0.4,9.6,-0.06,0.06,-0.57,39.19,14.92,39.19,9.27,-43.76,11.28,-0.09,10.01,-0.06,0.03,-0.59
68f65b3ec658f28f7d09551e,2025-10-20T15:54:38.350Z,raspberrypi,0.59,0.62,-0.4,9.6,-0.06,0.06,11.28,-0.09,10.01,-0.06,0.03,-0.59,-0.57,39.19,14.92,39.19,9.27,-43.76,33138.42,2025-10-06T07:12:18.428Z,0.59,0.62,-0.4,9.6,-0.06,0.06,-0.57,39.19,14.92,39.19,9.27,-43.76,11.28,-0.09,10.01,-0.06,0.03,-0.59
68f65b3ec658f28f7d095521,2025-10-20T15:54:38.352Z,raspberrypi,2,-0.06,-0.01,-0.59,0.59,-0.48,39.19,9.27,-43.76,11.28,-0.16,10.01,9.51,0.02,0.03,-0.61,39.19,14.92,33138.43,2025-10-06T07:12:18.436Z,2,-0.06,-0.01,-0.59,0.59,-0.48,9.51,0.02,0.03,-0.61,39.19,14.92,39.19,9.27,-43.76,11.28,-0.16,10.01
68f65b3ec658f28f7d095523,2025-10-20T15:54:38.353Z,raspberrypi,2,-0.06,-0.01,-0.59,0.59,-0.48,39.19,9.27,-43.76,11.28,-0.16,10.01,9.51,0.02,0.03,-0.61,39.19,14.92,33138.44,2025-10-06T07:12:18.444Z,2,-0.06,-0.01,-0.59,0.59,-0.48,9.51,0.02,0.03,-0.61,39.19,14.92,39.19,9.27,-43.76,11.28,-0.16,10.01
68f65b3ec658f28f7d095526,2025-10-20T15:54:38.358Z,raspberrypi,8,-0.15,10.06,-0.08,0,-0.64,39.19,14.92,39.19,9.27,-43.76,11.28,0.05,-0.45,9.97,-0.02,0.08,-0.63,33138.45,2025-10-06T07:12:18.452Z,8,-0.15,10.06,-0.08,0,-0.64,0.05,-0.45,9.97,-0.02,0.08,-0.63,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d095528,2025-10-20T15:54:38.366Z,raspberrypi,8,-0.15,10.06,-0.08,0,-0.64,39.19,14.92,39.19,9.27,-43.76,11.28,0.05,-0.45,9.97,-0.02,0.08,-0.63,33138.46,2025-10-06T07:12:18.460Z,8,-0.15,10.06,-0.08,0,-0.64,0.05,-0.45,9.97,-0.02,0.08,-0.63,39.19,14.92,39.19,9.27,-43.76,11.28
68f65b3ec658f28f7d09552a,2025-10-20T15:54:38.377Z,raspberrypi,9,9.27,-43.76,11.28,-0.29,9.97,-0.03,0.03,-0.7,39.19,14.92,39.19,-0.06,-0.02,-0.69,0.47,-0.65,9.79,33138.46,2025-10-06T07:12:18.469Z,9,9.27,-43.76,11.28,-0.29,9.97,-0.06,-0.02,-0.69,0.47,-0.65,9.79,-0.03,0.03,-0.7,39.19,14.92,39.19
68f65b3ec658f28f7d09552c,2025-10-20T15:54:38.382Z,raspberrypi,9,9.27,-43.76,11.28,-0.29,9.97,-0.03,0.03,-0.7,39.19,14.92,39.19,-0.06,-0.02,-0.69,0.47,-0.65,9.79,33138.47,2025-10-06T07:12:18.477Z,9,9.27,-43.76,11.28,-0.29,9.97,-0.06,-0.02,-0.69,0.47,-0.65,9.79,-0.03,0.03,-0.7,39.19,14.92,39.19
68f65b3ec658f28f7d09552f,2025-10-20T15:54:38.390Z,raspberrypi,39.19,14.92,39.19,9.27,-43.76,11.28,-0.72,9.82,-0.04,0.01,-0.72,39.19,-0.3,9.92,-0.06,-0.06,-0.7,0.03,33138.48,2025-10-06T07:12:18.485Z,39.19,14.92,39.19,9.27,-43.76,11.28,-0.3,9.92,-0.06,-0.06,-0.7,0.03,-0.72,9.82,-0.04,0.01,-0.72,39.19
68f65b3ec658f28f7d095532,2025-10-20T15:54:38.401Z,raspberrypi,39.19,14.92,39.19,9.27,-43.76,11.28,-0.72,9.82,-0.04,0.01,-0.72,39.19,-0.3,9.92,-0.06,-0.06,-0.7,0.03,33138.49,2025-10-06T07:12:18.493Z,39.19,14.92,39.19,9.27,-43.76,11.28,-0.3,9.92,-0.06,-0.06,-0.7,0.03,-0.72,9.82,-0.04,0.01,-0.72,39.19
68f65b3ec658f28f7d095534,2025-10-20T15:54:38.407Z,raspberrypi,-0.04,0.02,-0.74,39.19,14.92,39.19,-0.1,-0.83,0.13,-0.74,9.61,-0.05,9.27,-43.76,11.28,-0.37,9.95,0,33138.5,2025-10-06T07:12:18.501Z,-0.04,0.02,-0.74,39.19,14.92,39.19,9.27,-43.76,11.28,-0.37,9.95,0,-0.1,-0.83,0.13,-0.74,9.61,-0.05
68f65b3ec658f28f7d095536,2025-10-20T15:54:38.419Z,raspberrypi,-0.04,0.02,-0.74,39.19,14.92,39.19,-0.1,-0.83,0.13,-0.74,9.61,-0.05,9.27,-43.76,11.28,-0.37,9.95,0,33138.5,2025-10-06T07:12:18.509Z,-0.04,0.02,-0.74,39.19,14.92,39.19,9.27,-43.76,11.28,-0.37,9.95,0,-0.1,-0.83,0.13,-0.74,9.61,-0.05
68f65b3ec658f28f7d095539,2025-10-20T15:54:38.425Z,raspberrypi,82,0.06,-0.78,9.92,-0.05,-0.01,11.28,-0.49,10.12,-0.05,-0.06,-0.9,-0.8,39.19,14.92,39.19,9.27,-43.76,33138.51,2025-10-06T07:12:18.517Z,82,0.06,-0.78,9.92,-0.05,-0.01,-0.8,39.19,14.92,39.19,9.27,-43.76,11.28,-0.49,10.12,-0.05,-0.06,-0.9
68f65b3ec658f28f7d09553b,2025-10-20T15:54:38.432Z,raspberrypi,82,0.06,-0.78,9.92,-0.05,-0.01,11.28,-0.49,10.12,-0.05,-0.06,-0.9,-0.8,39.19,14.92,39.19,9.27,-43.76,33138.52,2025-10-06T07:12:18.525Z,82,0.06,-0.78,9.92,-0.05,-0.01,-0.8,39.19,14.92,39.19,9.27,-43.76,11.28,-0.49,10.12,-0.05,-0.06,-0.9
